编码1,编码2,相似度
心理健康困扰,未来方向不明引发的休息焦虑,0.7788
心理健康困扰,自我努力不足感,0.7463
心理健康困扰,过度焦虑倾向,0.8402
心理健康困扰,他人比较引发的心理失衡,0.7154
心理健康困扰,忙碌即价值的社会观念,0.5974
心理健康困扰,害怕落后的焦虑,0.6471
心理健康困扰,对休息即浪费时间的自我苛责,0.6924
心理健康困扰,教育环境传递的功利价值观,0.4767
心理健康困扰,勤奋崇拜文化,0.5438
心理健康困扰,同辈努力感知压力,0.6342
心理健康困扰,竞争性社会氛围感知,0.6104
心理健康困扰,多重结构性压力叠加,0.7685
心理健康困扰,就业竞争压力,0.7732
心理健康困扰,应试教育导向下的时间紧迫感,0.4691
心理健康困扰,高竞争环境下的不敢松懈心理,0.6801
心理健康困扰,表面努力的压力,0.5845
就业压力驱动的自我要求,同辈努力氛围引发的自我对照,0.7009
就业压力驱动的自我要求,工作积压压力,0.7398
就业压力驱动的自我要求,社会竞争加剧,0.6797
就业压力驱动的自我要求,努力回报信念,0.5871
就业压力驱动的自我要求,好孩子规训内化,0.4615
就业压力驱动的自我要求,外部认同依赖,0.6925
就业压力驱动的自我要求,决策冲突倾向,0.6552
就业压力驱动的自我要求,反刍性自我审视,0.5769
就业压力驱动的自我要求,同伴比较压力,0.7018
就业压力驱动的自我要求,早期教育塑造的休息观念,0.5930
就业压力驱动的自我要求,高强度学业压力下的自我要求,0.7919
就业压力驱动的自我要求,家庭环境对休息态度的塑造,0.6182
就业压力驱动的自我要求,碎片化工作模式内化,0.6287
就业压力驱动的自我要求,同辈产出压力,0.7731
就业压力驱动的自我要求,竞争性成长环境,0.6493
就业压力驱动的自我要求,未来成就压力,0.7648
就业压力驱动的自我要求,家庭经济压力引发的成就焦虑,0.7068
就业压力驱动的自我要求,社会对持续产出的推崇,0.7000
就业压力驱动的自我要求,休息被等同于浪费,0.5105
就业压力驱动的自我要求,能动力不足,0.6515
就业压力驱动的自我要求,休息价值被否定,0.5057
就业压力驱动的自我要求,时间管理失衡感,0.5928
就业压力驱动的自我要求,对成果质量的高要求与休闲时间的冲突,0.6290
就业压力驱动的自我要求,能力自我怀疑,0.6302
就业压力驱动的自我要求,被超越的恐惧,0.5779
就业压力驱动的自我要求,休息引发的焦虑与恐惧,0.6195
就业压力驱动的自我要求,早期努力至上教育灌输,0.6456
就业压力驱动的自我要求,努力不足归因倾向,0.7237
就业压力驱动的自我要求,他人持续努力的想象性比较,0.6796
就业压力驱动的自我要求,任务未完成时的休息负罪感,0.5928
就业压力驱动的自我要求,集体专注氛围下的休息不适,0.6194
就业压力驱动的自我要求,自控力与行动力的冲突,0.6351
就业压力驱动的自我要求,与同辈自发比较产生的压力,0.7661
就业压力驱动的自我要求,自我期望与能力落差,0.6941
就业压力驱动的自我要求,升学与就业竞争压力,0.8084
就业压力驱动的自我要求,理想自我与现实自我的冲突,0.6557
就业压力驱动的自我要求,竞争性学习内化,0.6344
就业压力驱动的自我要求,目标缺失下的时间空洞感,0.5535
就业压力驱动的自我要求,同辈卷度焦虑,0.6749
就业压力驱动的自我要求,教育灌输的时间观,0.4581
就业压力驱动的自我要求,非自愿的社会比较倾向,0.6340
就业压力驱动的自我要求,制度化时间管理剥夺自主节奏体验,0.5032
就业压力驱动的自我要求,同辈竞争压力下的行为参照,0.7299
就业压力驱动的自我要求,心理困扰驱动的回避性忙碌,0.7204
就业压力驱动的自我要求,竞争导向的评价体系,0.5936
就业压力驱动的自我要求,自我规训的思维模式,0.6493
就业压力驱动的自我要求,学业负担过重,0.6345
就业压力驱动的自我要求,家长期望压力,0.7420
就业压力驱动的自我要求,教师权威驱动,0.6195
就业压力驱动的自我要求,自我意志薄弱,0.6530
就业压力驱动的自我要求,自我期望过高,0.6915
就业压力驱动的自我要求,学业任务压力,0.7423
就业压力驱动的自我要求,休息伴随负面情绪体验,0.5882
就业压力驱动的自我要求,担忧学业落后,0.7063
就业压力驱动的自我要求,恐惧休息行为本身,0.6115
就业压力驱动的自我要求,感知他人隐性竞争,0.5859
就业压力驱动的自我要求,担忧被群体远远抛下,0.6115
就业压力驱动的自我要求,生产力至上价值观,0.6124
就业压力驱动的自我要求,自我提升义务感,0.7225
就业压力驱动的自我要求,时间利用焦虑,0.5778
就业压力驱动的自我要求,就业市场竞争激烈,0.7848
就业压力驱动的自我要求,学历价值下降,0.6919
就业压力驱动的自我要求,社会整体压力氛围,0.7230
就业压力驱动的自我要求,同辈竞争性行为普遍,0.6416
就业压力驱动的自我要求,生活节奏过快,0.6388
就业压力驱动的自我要求,长期高压习惯化,0.6964
就业压力驱动的自我要求,自我成就压力,0.7749
就业压力驱动的自我要求,对落后于他人的恐惧,0.6196
就业压力驱动的自我要求,完美主义驱动的自我要求,0.7289
就业压力驱动的自我要求,竞争意识引发的休息压力,0.7054
就业压力驱动的自我要求,对未完成事务的持续担忧,0.6201
就业压力驱动的自我要求,努力至上文化规范,0.5685
就业压力驱动的自我要求,心理健康价值被忽视,0.6241
就业压力驱动的自我要求,家庭期望压力,0.7647
就业压力驱动的自我要求,目标与能力失衡引发的时间侵占,0.5956
就业压力驱动的自我要求,同侪努力引发的休息不适,0.6902
就业压力驱动的自我要求,自我高期望引发的休息冲突,0.6812
就业压力驱动的自我要求,同侪水平相近时的攀比压力,0.7335
就业压力驱动的自我要求,成就动机驱动,0.7114
就业压力驱动的自我要求,重要他人期望压力,0.7014
就业压力驱动的自我要求,同辈努力参照,0.6457
就业压力驱动的自我要求,社会焦虑氛围渗透,0.6519
就业压力驱动的自我要求,机构文化强调自律与进取,0.5478
就业压力驱动的自我要求,就业前景不确定性带来的压力,0.8549
就业压力驱动的自我要求,教育中缺乏对休闲正当性的认可,0.5949
就业压力驱动的自我要求,未完成任务压力,0.6863
就业压力驱动的自我要求,早期愧疚导向的教养方式,0.5919
就业压力驱动的自我要求,外部高期待压力,0.7880
就业压力驱动的自我要求,自我成就标准过高,0.6959
就业压力驱动的自我要求,对他人负面评价的恐惧,0.6441
就业压力驱动的自我要求,无意识的社会比较倾向,0.6196
就业压力驱动的自我要求,同辈群体的竞争氛围,0.6638
就业压力驱动的自我要求,社会竞争压力,0.6634
就业压力驱动的自我要求,自我要求严苛,0.7387
就业压力驱动的自我要求,内耗型思维模式,0.6468
就业压力驱动的自我要求,过度关注他人表现,0.6662
就业压力驱动的自我要求,资本主义社会对人的异化,0.4954
就业压力驱动的自我要求,价值条件化的教育影响,0.6851
就业压力驱动的自我要求,社会内卷与经济不安全感,0.6158
就业压力驱动的自我要求,同辈学业努力对比,0.6969
就业压力驱动的自我要求,自我成长期待冲突,0.6804
就业压力驱动的自我要求,家庭优先学习理念灌输,0.5845
就业压力驱动的自我要求,学校内卷化学习氛围,0.6589
就业压力驱动的自我要求,社会整体内卷风气,0.6055
就业压力驱动的自我要求,早期习惯内化,0.5993
就业压力驱动的自我要求,高压环境下的自动化思维,0.6767
就业压力驱动的自我要求,社会结构驱动的内卷压力,0.6694
就业压力驱动的自我要求,过高的自我要求,0.7284
就业压力驱动的自我要求,环境压力过大,0.7678
就业压力驱动的自我要求,成就导向的自我价值绑定,0.6927
就业压力驱动的自我要求,外部认可依赖,0.6820
就业压力驱动的自我要求,未达自我努力标准,0.7008
就业压力驱动的自我要求,焦虑敏感的个体特质,0.6315
就业压力驱动的自我要求,高压竞争的社会环境,0.7427
就业压力驱动的自我要求,应试教育塑造的行为惯性,0.5785
就业压力驱动的自我要求,过高自我目标设定,0.6598
就业压力驱动的自我要求,自我效能感不足,0.6779
就业压力驱动的自我要求,过度关注他人状态,0.6290
就业压力驱动的自我要求,自我敏感性过高,0.6193
就业压力驱动的自我要求,未来目标模糊,0.6245
就业压力驱动的自我要求,奋斗文化内化,0.6042
就业压力驱动的自我要求,奋斗价值观的文化传承,0.5970
就业压力驱动的自我要求,群体压力氛围,0.7494
就业压力驱动的自我要求,自我效能怀疑,0.6065
就业压力驱动的自我要求,社会生活节奏压迫感,0.6709
就业压力驱动的自我要求,高自我学业标准,0.7053
就业压力驱动的自我要求,升学目标驱动压力,0.7935
就业压力驱动的自我要求,学业压力内化,0.7628
就业压力驱动的自我要求,休息引发焦虑反应,0.6216
就业压力驱动的自我要求,早期价值观内化,0.6329
就业压力驱动的自我要求,同辈压力驱动的自我监控,0.7760
就业压力驱动的自我要求,理想自我与现实行为的落差,0.6388
就业压力驱动的自我要求,自动化负面思维模式,0.5741
就业压力驱动的自我要求,社会攀比压力,0.7596
就业压力驱动的自我要求,弥漫性焦虑氛围,0.5742
就业压力驱动的自我要求,亲密关系中的价值评判,0.5531
就业压力驱动的自我要求,家庭权威的期望压力,0.6284
就业压力驱动的自我要求,教育者传递的绩效焦虑,0.5888
就业压力驱动的自我要求,高压教养模式,0.6114
就业压力驱动的自我要求,成就导向型人格特质,0.6460
就业压力驱动的自我要求,目标紧迫性感知,0.6843
就业压力驱动的自我要求,计划秩序破坏敏感,0.5177
就业压力驱动的自我要求,效率至上信念,0.5957
就业压力驱动的自我要求,竞争压力下的自我不足感,0.7345
就业压力驱动的自我要求,外部比较压力,0.7620
就业压力驱动的自我要求,内在认知偏差,0.6313
就业压力驱动的自我要求,职场与校园文化规训,0.6350
就业压力驱动的自我要求,同辈压力驱动的休息不适,0.7152
就业压力驱动的自我要求,好胜性格引发的自我苛责,0.6404
就业压力驱动的自我要求,技术加速带来的紧迫感,0.6181
就业压力驱动的自我要求,对未来不确定性的焦虑,0.6044
就业压力驱动的自我要求,生存与生活压力的内化,0.6986
就业压力驱动的自我要求,他人评价的过度关注,0.6881
就业压力驱动的自我要求,幸福观的绩效化倾向,0.5794
就业压力驱动的自我要求,多源压力驱动的应然自我期待,0.8072
就业压力驱动的自我要求,自我设定目标未达成引发的内疚,0.6380
就业压力驱动的自我要求,代际劳动榜样内化,0.6182
就业压力驱动的自我要求,社会推崇进取文化,0.6922
就业压力驱动的自我要求,个人要强性格,0.6078
就业压力驱动的自我要求,高自我要求与完美主义倾向,0.7247
就业压力驱动的自我要求,时间经济化观念,0.5415
就业压力驱动的自我要求,勤劳美德内化,0.6182
就业压力驱动的自我要求,制度性过劳常态化,0.6375
就业压力驱动的自我要求,社会成功话语对休息的污名化,0.5432
就业压力驱动的自我要求,教育环境强调持续学习,0.5809
就业压力驱动的自我要求,社会内卷氛围压力,0.7094
就业压力驱动的自我要求,高压环境下的休息无效感,0.6511
就业压力驱动的自我要求,同辈竞争引发的休息愧疚,0.6266
就业压力驱动的自我要求,就业压力,0.8790
就业压力驱动的自我要求,时间管理失当,0.6080
就业压力驱动的自我要求,广泛性焦虑倾向,0.5863
就业压力驱动的自我要求,内卷环境引发的竞争压力,0.6608
就业压力驱动的自我要求,就业市场焦虑,0.7834
就业压力驱动的自我要求,休息等同于生命浪费,0.5649
就业压力驱动的自我要求,对未完成任务的恐惧,0.6301
就业压力驱动的自我要求,对目标的矛盾心理,0.6921
就业压力驱动的自我要求,未完成任务的压力,0.7280
就业压力驱动的自我要求,群体学习氛围的压迫感,0.6995
就业压力驱动的自我要求,就业前景焦虑,0.7800
就业压力驱动的自我要求,前途不确定性忧虑,0.6875
就业压力驱动的自我要求,家长期望负担,0.6567
就业压力驱动的自我要求,他人审视恐惧,0.5959
